	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
2275	http://purl.obolibrary.org/obo/CHMO_0000470	mass spectroscopy	mass spectroscopy	0.972	chmo	mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000470
2276	http://purl.obolibrary.org/obo/CHMO_0000470	mass spectroscopy	mass spectroscopy tests	0.848	chmo	mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000470
2309	http://purl.obolibrary.org/obo/CHMO_0000524	LC MS	LC MS	0.975	chmo	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
2310	http://purl.obolibrary.org/obo/CHMO_0000524	LC/MS	LC/MS	0.975	chmo	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
2315	http://purl.obolibrary.org/obo/CHMO_0000524	LCMS	LCMS	0.963	chmo	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
2322	http://purl.obolibrary.org/obo/CHMO_0000094	TIRF microscopy	TIRF microscopy	0.89	chmo	total internal reflection fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000094
2326	http://purl.obolibrary.org/obo/CHMO_0000094	TIRFM	TIRFM	0.975	chmo	total internal reflection fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000094
2328	http://purl.obolibrary.org/obo/CHMO_0000683	isothermal titration microcalorimetry	isothermal titration microcalorimetry	0.956	chmo	isothermal titration calorimetry	http://purl.obolibrary.org/obo/CHMO_0000683
2329	http://purl.obolibrary.org/obo/CHMO_0000683	isothermal titration microcalorimetry	isothermal titration microcalorimetry review	0.883	chmo	isothermal titration calorimetry	http://purl.obolibrary.org/obo/CHMO_0000683
2331	http://purl.obolibrary.org/obo/CHMO_0000683	titration calorimetry	titration calorimetry	0.943	chmo	isothermal titration calorimetry	http://purl.obolibrary.org/obo/CHMO_0000683
2333	http://purl.obolibrary.org/obo/CHMO_0000683	titration calorimetry	titration calorimetry tests	0.843	chmo	isothermal titration calorimetry	http://purl.obolibrary.org/obo/CHMO_0000683
2337	http://purl.obolibrary.org/obo/CHMO_0000538	inductively coupled plasma-mass spectroscopy	inductively coupled plasma-mass spectroscopy	0.855	chmo	inductively coupled plasma mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000538
2338	http://purl.obolibrary.org/obo/CHMO_0000538	inductively coupled plasma-mass spectroscopy	inductively coupled plasma-mass spectroscopy review	0.797	chmo	inductively coupled plasma mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000538
2343	http://purl.obolibrary.org/obo/CHMO_0000538	ICPMS	ICPMS method	0.665	chmo	inductively coupled plasma mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000538
2344	http://purl.obolibrary.org/obo/CHMO_0000538	ICPMS	ICPMS	0.986	chmo	inductively coupled plasma mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000538
2350	http://purl.obolibrary.org/obo/CHMO_0000243	FAAS	FAAS	0.98	chmo	flame atomic absorption spectrometry	http://purl.obolibrary.org/obo/CHMO_0000243
2352	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance liquid chromatography mass spectrometry	ultra performance liquid chromatography mass spectrometry	0.954	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2355	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance liquid chromatography-mass spectrometry	ultra performance liquid chromatography-mass spectrometry	0.954	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2357	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance liquid chromatography-mass spectrometry	ultra performance liquid chromatography-mass spectrometry surveillance	0.864	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2358	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance LC-MS	ultra performance LC-MS identification	0.643	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2359	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance LC-MS	ultra performance LC-MS	0.838	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2360	http://purl.obolibrary.org/obo/CHMO_0000715	ultra performance LC-MS	ultra performance LC-MS design	0.735	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2361	http://purl.obolibrary.org/obo/CHMO_0000715	ultra-performance LC-MS	ultra-performance LC-MS analysis	0.708	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2362	http://purl.obolibrary.org/obo/CHMO_0000715	ultra-performance LC-MS	ultra-performance LC-MS	0.838	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2364	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC-MS	UPLC-MS	0.612	chmo	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
2382	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography with mass spectrometric detection	gas chromatography with mass spectrometric detection	0.934	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2385	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography-mass spectroscopy	gas chromatography-mass spectroscopy	0.942	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2387	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography-mass spectroscopy	gas chromatography-mass spectroscopy review	0.867	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2391	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography mass spectroscopy	gas chromatography mass spectroscopy design	0.867	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2392	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography mass spectroscopy	gas chromatography mass spectroscopy	0.942	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2396	http://purl.obolibrary.org/obo/CHMO_0000497	GC MS	GC MS	0.963	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2398	http://purl.obolibrary.org/obo/CHMO_0000497	GC/MS	GC/MS	0.963	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2400	http://purl.obolibrary.org/obo/CHMO_0000497	GCMS	GCMS	0.962	chmo	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
2412	http://purl.obolibrary.org/obo/CHMO_0000113	atomic force imaging	atomic force imaging	0.981	chmo	atomic force microscopy	http://purl.obolibrary.org/obo/CHMO_0000113
2413	http://purl.obolibrary.org/obo/CHMO_0000113	atomic force imaging	atomic force imaging diagnostic	0.791	chmo	atomic force microscopy	http://purl.obolibrary.org/obo/CHMO_0000113
2421	http://purl.obolibrary.org/obo/CHMO_0000113	AFM	AFM	1.0	chmo	atomic force microscopy	http://purl.obolibrary.org/obo/CHMO_0000113
2427	http://purl.obolibrary.org/obo/CHMO_0000113	SFM	SFM	0.992	chmo	atomic force microscopy	http://purl.obolibrary.org/obo/CHMO_0000113
2433	http://purl.obolibrary.org/obo/CHMO_0000110	PCM	PCM	0.996	chmo	phase contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000110
2448	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted-light microscopy	transmitted-light microscopy surveillance	0.784	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2449	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted-light microscopy	transmitted-light microscopy	0.948	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2450	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted-light microscopy	transmitted-light microscopy review	0.854	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2451	http://purl.obolibrary.org/obo/CHMO_0000104	bright-field optical microscopy	bright-field optical microscopy surveillance	0.675	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2452	http://purl.obolibrary.org/obo/CHMO_0000104	bright-field optical microscopy	bright-field optical microscopy tests	0.744	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2453	http://purl.obolibrary.org/obo/CHMO_0000104	bright-field optical microscopy	bright-field optical microscopy	0.807	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2454	http://purl.obolibrary.org/obo/CHMO_0000104	bright field microscopy	bright field microscopy	0.932	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2455	http://purl.obolibrary.org/obo/CHMO_0000104	bright field microscopy	bright field microscopy tests	0.838	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2456	http://purl.obolibrary.org/obo/CHMO_0000104	bright field microscopy	bright field microscopy detection	0.78	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2457	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted light microscopy	transmitted light microscopy process	0.841	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2458	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted light microscopy	transmitted light microscopy method	0.854	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2459	http://purl.obolibrary.org/obo/CHMO_0000104	transmitted light microscopy	transmitted light microscopy	0.948	chmo	bright-field microscopy	http://purl.obolibrary.org/obo/CHMO_0000104
2467	http://purl.obolibrary.org/obo/CHMO_0000102	OM	OM	0.978	chmo	optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000102
2472	http://purl.obolibrary.org/obo/CHMO_0000107	Nomarski microscopy	Nomarski microscopy	0.878	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2473	http://purl.obolibrary.org/obo/CHMO_0000107	Nomarski microscopy	Nomarski microscopy detection	0.717	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2475	http://purl.obolibrary.org/obo/CHMO_0000107	DIC microscopy	DIC microscopy	0.945	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2476	http://purl.obolibrary.org/obo/CHMO_0000107	DIC microscopy	DIC microscopy analysis	0.744	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2478	http://purl.obolibrary.org/obo/CHMO_0000107	NIC microscopy	NIC microscopy	0.921	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2479	http://purl.obolibrary.org/obo/CHMO_0000107	NIC microscopy	NIC microscopy tests	0.782	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2481	http://purl.obolibrary.org/obo/CHMO_0000107	Nomarski interference contrast microscopy	Nomarski interference contrast microscopy	0.925	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2482	http://purl.obolibrary.org/obo/CHMO_0000107	Nomarski interference contrast microscopy	Nomarski interference contrast microscopy testing	0.85	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2483	http://purl.obolibrary.org/obo/CHMO_0000107	Nomarski interference contrast microscopy	Nomarski interference contrast microscopy sampling	0.841	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2484	http://purl.obolibrary.org/obo/CHMO_0000107	DIC	DIC	0.967	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2487	http://purl.obolibrary.org/obo/CHMO_0000107	NIC	NIC	0.964	chmo	differential interference contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000107
2490	http://purl.obolibrary.org/obo/CHMO_0000575	tandem mass spectroscopy	tandem mass spectroscopy review	0.802	chmo	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
2491	http://purl.obolibrary.org/obo/CHMO_0000575	tandem mass spectroscopy	tandem mass spectroscopy study	0.817	chmo	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
2492	http://purl.obolibrary.org/obo/CHMO_0000575	tandem mass spectroscopy	tandem mass spectroscopy	0.905	chmo	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
2493	http://purl.obolibrary.org/obo/CHMO_0000575	double mass spectrometry	double mass spectrometry	0.91	chmo	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
2510	http://purl.obolibrary.org/obo/CHMO_0000575	tandem-MS	tandem-MS	0.993	chmo	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
2511	http://purl.obolibrary.org/obo/CHMO_0002535	Karl Fischer titration	Karl Fischer titration review	0.829	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
2512	http://purl.obolibrary.org/obo/CHMO_0002535	Karl Fischer titration	Karl Fischer titration	0.945	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
2514	http://purl.obolibrary.org/obo/CHMO_0002535	Karl-Fischer titration	Karl-Fischer titration design	0.829	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
2515	http://purl.obolibrary.org/obo/CHMO_0002535	Karl-Fischer titration	Karl-Fischer titration study	0.845	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
2516	http://purl.obolibrary.org/obo/CHMO_0002535	Karl-Fischer titration	Karl-Fischer titration approach	0.799	chmo	Karl–Fischer titration	http://purl.obolibrary.org/obo/CHMO_0002535
2550	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence (FL) detection	fluorescence (FL) detection approach	0.816	chmo	fluorescence detection	http://purl.obolibrary.org/obo/CHMO_0000060
2551	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence (FL) detection	fluorescence (FL) detection process	0.828	chmo	fluorescence detection	http://purl.obolibrary.org/obo/CHMO_0000060
2552	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence (FL) detection	fluorescence (FL) detection review	0.842	chmo	fluorescence detection	http://purl.obolibrary.org/obo/CHMO_0000060
2556	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescence resonance energy transfer assay	fluorescence resonance energy transfer assay	0.961	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2557	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescence resonance energy transfer assay	fluorescence resonance energy transfer assay identification	0.841	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2559	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescent resonance energy transfer	fluorescent resonance energy transfer study	0.92	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2560	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescent resonance energy transfer	fluorescent resonance energy transfer detection	0.878	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2561	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescent resonance energy transfer	fluorescent resonance energy transfer administration	0.836	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2562	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescence resonance energy transfer microscopy	fluorescence resonance energy transfer microscopy design	0.915	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2563	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescence resonance energy transfer microscopy	fluorescence resonance energy transfer microscopy	0.967	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2564	http://purl.obolibrary.org/obo/CHMO_0000064	fluorescence resonance energy transfer microscopy	fluorescence resonance energy transfer microscopy process	0.907	chmo	fluorescence resonance energy transfer	http://purl.obolibrary.org/obo/CHMO_0000064
2565	http://purl.obolibrary.org/obo/CHMO_0000061	flow cytometric analysis	flow cytometric analysis sampling	0.818	chmo	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061
2566	http://purl.obolibrary.org/obo/CHMO_0000061	flow cytometric analysis	flow cytometric analysis	0.955	chmo	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061
2568	http://purl.obolibrary.org/obo/CHMO_0000061	flow cytometric studies	flow cytometric studies administration	0.731	chmo	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061
2569	http://purl.obolibrary.org/obo/CHMO_0000061	flow cytometric studies	flow cytometric studies sampling	0.803	chmo	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061
2570	http://purl.obolibrary.org/obo/CHMO_0000061	flow cytometric studies	flow cytometric studies method	0.82	chmo	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061
2574	http://purl.obolibrary.org/obo/CHMO_0000068	EM	EM	1.0	chmo	electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000068
2613	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence imaging	fluorescence imaging administration	0.746	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2614	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence imaging	fluorescence imaging analysis	0.824	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2615	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence imaging	fluorescence imaging design	0.857	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2619	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence microscopic imaging	fluorescence microscopic imaging	0.955	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2621	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence microscopic imaging	fluorescence microscopic imaging study	0.884	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2625	http://purl.obolibrary.org/obo/CHMO_0000087	FM	FM	0.987	chmo	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087
2661	http://purl.obolibrary.org/obo/CHMO_0000073	scanning electronic microscopy	scanning electronic microscopy	0.953	chmo	scanning electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000073
2664	http://purl.obolibrary.org/obo/CHMO_0000073	SEM	SEM	0.991	chmo	scanning electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000073
2670	http://purl.obolibrary.org/obo/CHMO_0000120	aperture-SNOM	aperture-SNOM	0.986	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2671	http://purl.obolibrary.org/obo/CHMO_0000120	aperture-SNOM	aperture-SNOM study	0.829	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2673	http://purl.obolibrary.org/obo/CHMO_0000120	aperture SNOM	aperture SNOM	0.986	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2675	http://purl.obolibrary.org/obo/CHMO_0000120	aperture SNOM	aperture SNOM method	0.805	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2676	http://purl.obolibrary.org/obo/CHMO_0000120	aperture-NSOM	aperture-NSOM	0.981	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2678	http://purl.obolibrary.org/obo/CHMO_0000120	aperture-NSOM	aperture-NSOM approach	0.781	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2682	http://purl.obolibrary.org/obo/CHMO_0000120	aperture scanning near-field optical microscopy	aperture scanning near-field optical microscopy	0.882	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2684	http://purl.obolibrary.org/obo/CHMO_0000120	aperture scanning near-field optical microscopy	aperture scanning near-field optical microscopy process	0.817	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2685	http://purl.obolibrary.org/obo/CHMO_0000120	aperture NSOM	aperture NSOM review	0.801	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2686	http://purl.obolibrary.org/obo/CHMO_0000120	aperture NSOM	aperture NSOM	0.981	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2689	http://purl.obolibrary.org/obo/CHMO_0000120	NSOM	NSOM	0.993	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2691	http://purl.obolibrary.org/obo/CHMO_0000120	SNOM	SNOM	0.999	chmo	scanning near-field optical microscopy	http://purl.obolibrary.org/obo/CHMO_0000120
2703	http://purl.obolibrary.org/obo/CHMO_0002177	darkfield microscopy	darkfield microscopy testing	0.772	chmo	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177
2704	http://purl.obolibrary.org/obo/CHMO_0002177	darkfield microscopy	darkfield microscopy	0.903	chmo	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177
2706	http://purl.obolibrary.org/obo/CHMO_0002177	darkfield optical microscopy	darkfield optical microscopy	0.923	chmo	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177
2708	http://purl.obolibrary.org/obo/CHMO_0002177	darkfield optical microscopy	darkfield optical microscopy tests	0.846	chmo	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177
2709	http://purl.obolibrary.org/obo/CHMO_0000001	colourimetry	colourimetry detection	0.706	chmo	colorimetry	http://purl.obolibrary.org/obo/CHMO_0000001
2710	http://purl.obolibrary.org/obo/CHMO_0000001	colourimetry	colourimetry method	0.757	chmo	colorimetry	http://purl.obolibrary.org/obo/CHMO_0000001
2711	http://purl.obolibrary.org/obo/CHMO_0000001	colourimetry	colourimetry	0.934	chmo	colorimetry	http://purl.obolibrary.org/obo/CHMO_0000001
2712	http://purl.obolibrary.org/obo/CHMO_0000001	colorimetric method	colorimetric method	0.949	chmo	colorimetry	http://purl.obolibrary.org/obo/CHMO_0000001
2713	http://purl.obolibrary.org/obo/CHMO_0000001	colorimetric method	colorimetric method process	0.817	chmo	colorimetry	http://purl.obolibrary.org/obo/CHMO_0000001
2727	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography tandem mass spectrometry	liquid chromatography tandem mass spectrometry	0.951	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2733	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography tandem mass spectroscopy	liquid chromatography tandem mass spectroscopy sampling	0.867	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2734	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography tandem mass spectroscopy	liquid chromatography tandem mass spectroscopy design	0.884	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2735	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography tandem mass spectroscopy	liquid chromatography tandem mass spectroscopy method	0.884	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2739	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography-tandem mass spectroscopy	liquid chromatography-tandem mass spectroscopy	0.945	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2740	http://purl.obolibrary.org/obo/CHMO_0000701	liquid chromatography-tandem mass spectroscopy	liquid chromatography-tandem mass spectroscopy sampling	0.867	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2775	http://purl.obolibrary.org/obo/CHMO_0000701	LCMSMS	LCMSMS tests	0.72	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2776	http://purl.obolibrary.org/obo/CHMO_0000701	LCMSMS	LCMSMS	0.975	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2777	http://purl.obolibrary.org/obo/CHMO_0000701	LCMSMS	LCMSMS method	0.689	chmo	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701
2814	http://purl.obolibrary.org/obo/CHMO_0000796	high performance liquid chromatography-mass spectroscopy	high performance liquid chromatography-mass spectroscopy	0.953	chmo	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
2815	http://purl.obolibrary.org/obo/CHMO_0000796	high performance liquid chromatography-mass spectroscopy	high performance liquid chromatography-mass spectroscopy tests	0.91	chmo	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
2823	http://purl.obolibrary.org/obo/CHMO_0000796	high performance liquid chromatography mass spectroscopy	high performance liquid chromatography mass spectroscopy diagnostic	0.872	chmo	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
2824	http://purl.obolibrary.org/obo/CHMO_0000796	high performance liquid chromatography mass spectroscopy	high performance liquid chromatography mass spectroscopy	0.953	chmo	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
2859	http://purl.obolibrary.org/obo/CHMO_0000291	molecular electronic absorption spectroscopy	molecular electronic absorption spectroscopy design	0.865	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2860	http://purl.obolibrary.org/obo/CHMO_0000291	molecular electronic absorption spectroscopy	molecular electronic absorption spectroscopy	0.917	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2861	http://purl.obolibrary.org/obo/CHMO_0000291	molecular electronic absorption spectroscopy	molecular electronic absorption spectroscopy assessment	0.835	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2862	http://purl.obolibrary.org/obo/CHMO_0000291	molecular absorption spectrophotometry	molecular absorption spectrophotometry approach	0.847	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2863	http://purl.obolibrary.org/obo/CHMO_0000291	molecular absorption spectrophotometry	molecular absorption spectrophotometry testing	0.857	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2864	http://purl.obolibrary.org/obo/CHMO_0000291	molecular absorption spectrophotometry	molecular absorption spectrophotometry	0.937	chmo	spectrophotometry	http://purl.obolibrary.org/obo/CHMO_0000291
2866	http://purl.obolibrary.org/obo/CHMO_0001085	fluorescence activated cell sorting	fluorescence activated cell sorting testing	0.875	chmo	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085
2895	http://purl.obolibrary.org/obo/NCIT_C16681	HISTOLOGY	HISTOLOGY method	0.772	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2896	http://purl.obolibrary.org/obo/NCIT_C16681	HISTOLOGY	HISTOLOGY	0.996	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2898	http://purl.obolibrary.org/obo/NCIT_C16681	Microanatomy	Microanatomy	0.971	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2899	http://purl.obolibrary.org/obo/NCIT_C16681	Microanatomy	Microanatomy analysis	0.767	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2900	http://purl.obolibrary.org/obo/NCIT_C16681	Microanatomy	Microanatomy testing	0.772	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2905	http://purl.obolibrary.org/obo/NCIT_C16681	histology	histology testing	0.747	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2906	http://purl.obolibrary.org/obo/NCIT_C16681	histology	histology	0.996	bao	Histology	http://purl.obolibrary.org/obo/NCIT_C16681
2919	http://purl.obolibrary.org/obo/OBI_0000070	measuring	measuring	0.954	efo	assay	http://purl.obolibrary.org/obo/OBI_0000070
